roll_id,batch,kind,gsm,width,length,diameter,bin_location,goods_receive_date,weight
A5B27096CM,LOCAL,MA,150,215,5350,121,A36,29/11/2025,1725.399
A5B27114B,LOCAL,MA,150,180,5700,124,D15,03/12/2025,1539
A5B27115B,LOCAL,MA,150,180,5700,124,D15,03/12/2025,1539
A5B27116B,LOCAL,MA,150,180,5500,122,D15,03/12/2025,1485
A5B27181CM,LOCAL,MA,150,215,5550,122,A36,29/11/2025,1789.9
A5B27182CM,LOCAL,MA,150,215,5550,122,A36,29/11/2025,1789.9
A5B27183CM,LOCAL,MA,150,215,5550,122,A36,29/11/2025,1789.9
A5B27184AM,LOCAL,MA,150,230,5550,122,D05,01/12/2025,1914.8
A5B27185AM,LOCAL,MA,150,230,5550,122,D05,01/12/2025,1914.8
A5B27252B,LOCAL,MA,150,200,5550,122,D11,01/12/2025,1665
A5B27253B,LOCAL,MA,150,200,5550,122,D11,01/12/2025,1665
A5B27254B,LOCAL,MA,150,215,5500,122,A36,29/11/2025,1773.775
A5B27254C,LOCAL,MA,150,215,5500,122,A36,29/11/2025,1773.775
A5B27255B,LOCAL,MA,150,215,5550,122,A36,29/11/2025,1789.9
A5B27255C,LOCAL,MA,150,215,5550,122,A36,29/11/2025,1789.9
A5B27274C,LOCAL,MA,150,220,5550,122,D07,01/12/2025,1831.5
A5B27295AM,OLD,MA,150,220,4100,105,D07,03/12/2025,1353.018
A5B27296AM,LOCAL,MA,150,220,5350,119,D07,01/12/2025,1765.5
A5B27296CM,LOCAL,MA,150,220,5350,119,D07,01/12/2025,1765.5
A5B27316A,LOCAL,MA,150,230,5200,118,D05,01/12/2025,1794.047
A5B27321A,LOCAL,MA,150,230,5550,122,D05,01/12/2025,1914.8
A5B27322A,OLD,MA,150,230,2934,89,D05,04/12/2025,1012.183
A5B27324A,LOCAL,MA,150,230,5550,122,D05,01/12/2025,1914.8
A5B27326A,LOCAL,MA,150,230,5350,120,D05,01/12/2025,1845.798
A5B27331A,LOCAL,MA,150,230,5550,122,D05,01/12/2025,1914.8
A5B27351D,OLD,MA,150,135,897,50,C16,04/12/2025,181.636
A5B27352D,OLD,MA,150,135,1136,56,C16,04/12/2025,230.028
A5B27364A,LOCAL,MA,150,230,5550,123,D05,29/11/2025,1914.8
A5B27365A,LOCAL,MA,150,230,5550,123,D05,29/11/2025,1914.8
A5B27366A,LOCAL,MA,150,230,5400,121,D05,29/11/2025,1863.049
A5B27376D,OLD,MA,150,165,2545,84,D18,02/12/2025,629.962
A5B28011A,LOCAL,MA,150,230,5550,123,D05,29/11/2025,1914.8
A5B28012A,LOCAL,MA,150,230,5550,123,D05,29/11/2025,1914.8
A5C01055AM,LOCAL,MA,150,205,5550,122,D10,03/12/2025,1706.6
A5C01061AM,LOCAL,MA,150,205,5550,122,D10,03/12/2025,1706.6
A5C01063AM,LOCAL,MA,150,205,5550,122,D10,03/12/2025,1706.6
A5C15261A,LOCAL,LH,150,225,6400,243.09,Z26,04/11/2020,2160
A6430075C,LOCAL,LF,150,235,5501,165.13,Z30,30/11/2020,1939
A6C09174A,LOCAL,LC,200,140,4400,183.6,Z27,26/04/2007,1232
A8513041A,LOCAL,LH,140,210,6900,121,Z30SB,29/09/2018,2028.6
A8801044C.,LOCAL,LD,200,195,4450,117.92,Z30,02/10/2010,1735.5
A9517121D,LOCAL,LH,275,195,3400,118,Z30,20/06/2019,1823.274
A9713234C,LOCAL,LH,275,225,3500,119,Z26,07/08/2019,2165.6
A9805082B,LOCAL,LD,200,140,5000,101.06,F07,28/02/2024,1400
A9828104A,LOCAL,LD,200,140,6786,130.03,Z26,27/02/2024,1900
A9917155A,LOCAL,LD,200,175,3800,190.76,Z27,26/10/2015,1330
A9922264CM,LOCAL,LE,200,145,5000,123,Z24,12/10/2019,1450
A9A23221B,LOCAL,LD,200,120,3900,160.04,Z25,26/10/2015,936
A9B12061B1,LOCAL,LD,125,125,7174,175.14,Z23,27/10/2015,1121
A9C06123A,LOCAL,LH,275,210,3500,119,Z30,04/01/2020,2021.3
B1B16164BJ,LOCAL,MA,140,130,5900,123,K02,18/11/2021,1073.8
B2207117BJ,LOCAL,MA,140,240,5900,123,J03,17/02/2022,1982.4
B2218145AM,LOCAL,MA,140,235,5900,122,J04,25/02/2022,1941.1
B2222286BJ,LOCAL,MA,125,250,6350,121,A34SB,25/02/2022,1984.399
B2305316AJ,LOCAL,MA,150,250,5350,121,A42,11/03/2022,2006.298
B2306204AM,LOCAL,MA,150,200,5550,123,D11,15/03/2022,1665
B2408212AM,LOCAL,MA,140,220,5900,122,J07,15/04/2022,1817.2
B2509152AJ,LOCAL,MA,150,145,5550,123,C19,17/06/2022,1207.1
B2617282AM,LOCAL,MA,140,245,5900,122,J02,25/06/2022,2023.7
B2708231AM,LOCAL,MA,140,220,5900,123,X25,11/07/2022,1817.2
B2710304AJ,LOCAL,MA,150,225,5350,123,D07,20/07/2022,1805.5
B2710351CJ,LOCAL,MA,150,235,5550,123,D04,02/08/2022,1956.4
B2715303DJ,LOCAL,MA,150,175,5550,123,J13,03/09/2022,1456.9
B2717241BJ,LOCAL,MA,150,245,5550,123,D02,15/08/2022,2039.6
B2718055BJ,LOCAL,MA,150,175,5550,123,J11,26/08/2022,1456.9
B2723353CJ,OLD,MA,150,155,2150,77,D20,04/12/2025,499.809
B2810083BJ,LOCAL,MA,140,235,5900,123,J04,15/08/2022,1941.1
B2820061CJ,LOCAL,MA,150,235,5550,123,C01,05/09/2022,1956.4
B2915182DM,LOCAL,MA,140,195,5900,123,J12,20/09/2022,1610.7
B2915192DJ,LOCAL,MA,140,250,5900,122,X26,19/09/2022,2065
B2922191AM,LOCAL,MA,125,195,6550,123,A23,20/09/2025,1596.6
B2A07054BM,LOCAL,MA,140,145,5900,123,X16,04/11/2022,1197.7
B2A23301CJ,LOCAL,MA,140,240,5900,123,J03,27/10/2022,1982.4
B2B19307BM,LOCAL,MA,140,245,5600,120,J02,22/11/2022,1920.8
B2C16226CM,LOCAL,MA,125,135,6400,120,A11,29/12/2022,1079.988
B2C24013AM,LOCAL,MA,140,245,5900,122,J02,29/12/2022,2023.7
B3102041CJ,LOCAL,MA,140,215,5900,122,X26,09/01/2023,1775.9
B3127276BJ,LOCAL,MA,125,235,6200,119,A39,21/02/2023,1821.285
B3130011AJ,LOCAL,MA,125,135,6550,123,A11SB,18/02/2023,1105.3
B3130195BJ,LOCAL,MA,140,250,5700,120,X28,02/02/2023,1995
B3205043AJ,LOCAL,MA,140,145,5900,123,X16,27/03/2023,1197.7
B3218315AM,LOCAL,MA,150,235,5550,121,C01,23/02/2023,1956.4
B3227253AM,LOCAL,MA,125,205,6550,122,C04RP,03/03/2023,1678.4
B3311034BJ,LOCAL,MA,140,225,5900,123,X28,13/03/2023,1858.5
B3320051DJ,LOCAL,MA,140,195,5900,122,X29SB,06/04/2023,1610.7
B3320286BJ,LOCAL,MA,140,240,5500,117,J03,23/03/2023,1848
B3405055BJ,LOCAL,MA,125,250,6550,123,A34SB,13/04/2023,2046.9
B3407124BM,LOCAL,MA,125,250,6550,123,A34SB,13/04/2023,2046.9
B3408185BM,LOCAL,MA,140,240,5900,123,X30SB,05/08/2023,1982.4
B3410034BJ,LOCAL,MA,150,240,5550,123,X28,13/04/2023,1998
B3410125AM,LOCAL,MA,125,245,6550,122,A33,13/04/2023,2005.9
B3416226BJ,LOCAL,MA,140,225,5800,121,J06,28/04/2023,1827
B3416231BM,LOCAL,MA,140,190,5900,123,Z35,28/04/2023,1569.4
B3416233BM,LOCAL,MA,140,190,5900,123,Z40,28/04/2023,1569.4
B3508203BJ,LOCAL,MA,125,230,6550,122,X30SB,12/05/2023,1883.1
B3510045BJ,LOCAL,MA,125,245,6300,119,A33,18/05/2023,1929.339
B3514092CJ,LOCAL,MA,125,130,6550,123,A10SB,18/05/2023,1064.4
B3521185BJ,LOCAL,MA,140,240,5900,123,X30SB,26/05/2023,1982.4
B3521186BJ,LOCAL,MA,140,240,5900,123,X30SB,26/05/2023,1982.4
B3521193BJ,LOCAL,MA,140,240,5900,123,X23SB,26/05/2023,1982.4
B3611254AM,LOCAL,MA,140,195,5900,122,J12,13/07/2023,1610.7
B3614236AJ,LOCAL,MA,125,203,6350,121,X14SB,18/06/2023,1611.349
B3619183BM,LOCAL,MA,140,200,5900,121,J11,03/07/2023,1652
B3619305BM,LOCAL,MA,140,135,5900,123,X16,27/06/2023,1115.1
B3707131AJ,LOCAL,MA,140,210,5900,123,J09,10/07/2023,1734.6
B3707171AJ,LOCAL,MA,140,240,5900,123,J03,03/08/2023,1982.4
B3708203AM,LOCAL,MA,150,250,5550,122,D01,07/08/2023,2081.3
B3709261AM,LOCAL,MA,150,250,5550,122,D01,07/08/2023,2081.3
B3709303CJ,LOCAL,MA,150,235,5550,123,C01,10/03/2022,1956.4
B3713071AM,LOCAL,MA,125,245,6550,123,A33,27/07/2023,2005.9
B3714062DJ,OLD,MA,125,215,3179,84.78,A27,25/11/2025,854.377
B3714193DJ,LOCAL,MA,140,250,5900,123,J13,21/08/2023,2065
B3729251AM,LOCAL,MA,140,240,5900,122,X16,07/08/2023,1982.4
B3729301CJ,LOCAL,MA,140,130,5900,123,K03,15/01/2024,1073.8
B3806145CJ,LOCAL,MA,140,225,5700,120,J06,23/08/2023,1795.5
B3810115BJ,LOCAL,MA,125,245,6300,120,A33,11/08/2023,1929.339
B3815033BJ,LOCAL,MA,140,250,5900,123,C15,28/09/2023,2065
B3815036CJ,LOCAL,MA,140,130,5750,121,K03,15/01/2024,1046.5
B3815043CJ,LOCAL,MA,140,130,5900,121,K03,06/01/2024,1073.8
B3824331BM,LOCAL,MA,140,165,5900,121,X16,28/08/2023,1362.9
B3902254BJ,LOCAL,MA,150,245,5550,123,D02,09/09/2023,2039.6
B3923203CM,LOCAL,MA,125,250,6550,122,A34,05/10/2023,2046.9
B3923206CM,LOCAL,MA,125,250,6400,121,A34,05/10/2023,2000.024
B3925132CJ,LOCAL,MA,150,200,5550,122,D11,05/10/2023,1665
B3A16063CR1,LOCAL,MA,125,120,6550,163.96,Z27,18/12/2015,982.5
B3A30231AM,LOCAL,MA,150,235,5550,122,D04,08/11/2023,1956.4
B3B04316DJ,LOCAL,MA,140,170,5700,120,J17,08/11/2023,1356.6
B3B06204CJ,LOCAL,MA,150,215,5550,123,Z34,08/11/2023,1789.9
B3B17154DJ,LOCAL,MA,125,180,6550,123,Z34,20/11/2023,1473.8
B3B18306BJ,LOCAL,MA,125,230,6250,120,A30,21/11/2023,1796.851
B3B22026BJ,LOCAL,MA,140,215,5600,119,J08SB,24/11/2023,1685.6
B3B22165DJ,LOCAL,MA,140,230,5900,123,X30SB,24/11/2023,1899.8
B3B27171DJ,LOCAL,MA,125,195,6550,123,C11SB,20/09/2025,1596.6
B3B28291DJ,LOCAL,MA,125,180,6550,123,X27,30/11/2023,1473.8
B3B29133CJ,LOCAL,MA,140,160,5900,123,X29SB,11/12/2023,1321.6
B3C05081BJ,LOCAL,MA,125,200,6550,123,A24,08/12/2023,1637.5
B3C12046CJ,LOCAL,MA,125,210,6050,116,C11SB,14/12/2023,1588.148
B3C12052CJ,LOCAL,MA,125,210,6550,123,C11SB,14/12/2023,1719.4
B4101026CJ,LOCAL,MA,125,135,6550,123,A11SB,09/01/2024,1105.3
B4101253AJ,LOCAL,MA,125,130,6300,120,A10SB,08/01/2024,1023.774
B4103152AJ,LOCAL,MA,125,135,6550,122,A11SB,06/01/2024,1105.3
B4103162AJ,LOCAL,MA,125,135,6550,123,A11SB,06/01/2024,1105.3
B4105055AM,LOCAL,MA,125,250,6550,122,A34SB,11/01/2024,2046.9
B4113123BJ,LOCAL,MA,140,225,5500,119,J06,20/01/2024,1732.5
B4120161DJ,LOCAL,MA,150,170,5550,122,C03,22/01/2024,1415.3
B4127271CJ,LOCAL,MA,125,220,6550,122,A28,29/01/2024,1801.3
B4206041AJ,LOCAL,MA,125,203,6550,122,X14,08/02/2024,1662.1
B4206046AJ,LOCAL,MA,125,203,5900,117,X14,08/02/2024,1497.159
B4206047AJ,OLD,MA,125,203,4209,98,X02,10/11/2025,1067.979
B4207102CM,LOCAL,MA,140,130,5900,122,K03,11/02/2024,1073.8
B4207103CM,OLD,MA,140,130,2142,74,A00,28/11/2025,389.881
B4207104CM,LOCAL,MA,140,130,5900,122,K03,11/02/2024,1073.8
B4207131CM,LOCAL,MA,140,130,5900,123,K03,11/02/2024,1073.8
B4207136CM,LOCAL,MA,140,130,5900,122,K03,11/02/2024,1073.8
B4207163BJ,LOCAL,MA,140,215,5900,123,C07BAU,09/02/2024,1775.9
B4210072BM,LOCAL,MA,125,235,6550,122,C10BAU,06/03/2024,1924.1
B4210074AM,LOCAL,MA,125,235,6550,122,C10BAU,06/03/2024,1924.1
B4210115CJ,LOCAL,MA,125,218,6200,121,C09BAU,15/02/2024,1689.524
B4211236AJ,LOCAL,MA,140,200,5650,119,C08BAU,15/02/2024,1582
B4211261BJ,LOCAL,MA,140,230,5900,122,C08BAU,13/02/2024,1899.8
B4211262BJ,LOCAL,MA,140,230,5900,122,C08BAU,13/02/2024,1899.8
B4211264BJ,LOCAL,MA,140,230,5900,122,C08BAU,13/02/2024,1899.8
B4212063AM,LOCAL,MA,140,215,5900,123,C08BAU,15/02/2024,1775.9
B4212082AM,LOCAL,MA,140,195,5900,122,C09BAU,30/12/2024,1610.7
B4212083AM,LOCAL,MA,140,195,5900,122,D12,16/02/2024,1610.7
B4212113AM,LOCAL,MA,140,195,5900,122,C09BAU,16/02/2024,1610.7
B4212114AM,LOCAL,MA,140,195,5900,122,C10BAU,16/02/2024,1610.7
B4212115AM,LOCAL,MA,140,195,5900,122,C10BAU,16/02/2024,1610.7
B4212116AM,LOCAL,MA,140,195,5600,117,C09BAU,16/02/2024,1528.8
B4212118CM,LOCAL,MA,140,140,5900,122,C10BAU,15/02/2024,1156.4
B4212119CM,LOCAL,MA,140,140,5900,122,C10BAU,15/02/2024,1156.4
B4212133CM,LOCAL,MA,140,140,5900,122,C10BAU,16/02/2024,1156.4
B4212133DM,LOCAL,MA,140,170,5900,122,C09BAU,18/02/2024,1404.2
B4212134AM,LOCAL,MA,140,170,5900,122,C09BAU,18/02/2024,1404.2
B4212134CM,LOCAL,MA,140,140,5900,122,C10BAU,15/02/2024,1156.4
B4212135CM,LOCAL,MA,140,140,5850,121,C10BAU,15/02/2024,1146.6
B4212184AJ,LOCAL,MA,150,135,5550,122,C09BAU,15/02/2024,1123.9
B4213211AM,LOCAL,MA,150,212,5550,123,C10BAU,15/02/2024,1764.9
B4213231BM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4213253BM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4213254BM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4213254CM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4213255BM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4213255CM,LOCAL,MA,150,215,5550,122,C08BAU,15/02/2024,1789.9
B4214172CJ,LOCAL,MA,125,220,6550,123,C07BAU,16/02/2024,1801.3
B4214173CJ,LOCAL,MA,125,220,6550,123,C07BAU,16/02/2024,1801.3
B4215252DJ,LOCAL,MA,125,220,6550,123,C07BAU,17/02/2024,1801.3
B4215254DJ,LOCAL,MA,125,220,6550,123,C07BAU,17/02/2024,1801.3
B4215264BJ,LOCAL,MA,125,220,6550,123,C07BAU,18/02/2024,1801.3
B4215264DJ,LOCAL,MA,125,220,6550,123,C07BAU,18/02/2024,1801.3
B4215265BJ,LOCAL,MA,125,220,6550,123,C07BAU,18/02/2024,1801.3
B4215265DJ,LOCAL,MA,125,220,6550,123,C07BAU,18/02/2024,1801.3
B4215266BJ,LOCAL,MA,125,220,6150,116,C07BAU,18/02/2024,1691.297
B4215271DJ,LOCAL,MA,125,220,6550,123,C07BAU,17/02/2024,1801.3
B4215274BJ,LOCAL,MA,125,220,6550,123,C07BAU,17/02/2024,1801.3
B4216026BM,LOCAL,MA,125,203,6400,120,C06BAU,17/02/2024,1624.037
B4216052BM,LOCAL,MA,125,203,6550,122,C06BAU,17/02/2024,1662.1
B4218114CJ,LOCAL,MA,150,215,5550,122,C08BAU,20/02/2024,1789.9
B4227112BJ,LOCAL,MA,140,180,5900,123,J15,02/03/2024,1486.8
B4227174CJ,LOCAL,MA,140,145,5900,123,J22,18/03/2024,1197.7
B4227175CJ,LOCAL,MA,140,145,5600,120,J22,01/03/2024,1136.8
B4227191CJ,LOCAL,MA,140,145,5900,123,J22,01/03/2024,1197.7
B4227192CJ,LOCAL,MA,140,145,5900,123,J22,01/03/2024,1197.7
B4227193CJ,LOCAL,MA,140,145,5800,122,J22,01/03/2024,1177.4
B4227194CJ,LOCAL,MA,140,145,5900,123,J22,01/03/2024,1197.7
B4227195CJ,LOCAL,MA,140,145,5900,123,J22,01/03/2024,1197.7
B4310312CM,LOCAL,MA,140,145,5900,122,I31,13/06/2024,1197.7
B4310315CM,LOCAL,MA,140,145,5900,123,J22SB,18/03/2024,1197.7
B4311101BJ,LOCAL,MA,140,185,5900,122,J14,16/03/2024,1528.1
B4311261CM,LOCAL,MA,150,212,5550,122,C13,14/03/2024,1764.9
B4329121BJ,LOCAL,MA,125,250,6550,122,K26,04/04/2024,2046.9
B4405394CM,LOCAL,MA,150,195,5550,122,D13,02/06/2024,1623.4
B4408164CJ,LOCAL,MA,140,135,5900,122,K07,15/05/2024,1115.1
B4429146BJ,LOCAL,MA,150,250,5050,119,F07,06/05/2024,1893.797
B4430081BJ,LOCAL,MA,150,235,5550,122,D04,25/06/2024,1956.4
B4509253BJ,LOCAL,MA,150,120,5550,162.78,Z27,21/06/2014,999
B4511125AJ,LOCAL,MA,140,210,5600,121,J05,14/05/2024,1646.4
B4514232BM,LOCAL,MA,125,240,6550,122,Z34,25/05/2024,1965
B4514235BM,LOCAL,MA,125,240,6550,122,C06,25/05/2024,1965
B4515084CM,LOCAL,MA,140,210,5900,123,K03,09/06/2024,1734.6
B4515135CJ,LOCAL,MA,140,145,5650,119,J22,29/05/2024,1146.95
B4604246CJ,LOCAL,MA,125,210,6400,122,A26,21/06/2024,1680.024
B4608333BJ,LOCAL,MA,150,245,5550,123,D02,12/06/2024,2039.6
B4610154AM,OLD,MA,140,240,1232,57,B24,05/12/2025,414.035
B4610156AM,LOCAL,MA,140,240,5600,120,J03,05/07/2024,1881.6
B4610165DJ,LOCAL,MA,140,160,5900,123,P07,21/06/2024,1321.6
B4610171BJ,LOCAL,MA,140,240,5900,123,C02,05/07/2024,1982.4
B4610175BJ,LOCAL,MA,140,240,5900,123,J03,05/07/2024,1982.4
B4612112CJ*,OLD,MA,150,115,5548,76.7,Z27,08/04/2023,957
B4612213CJ,LOCAL,MA,125,200,6550,123,A24,20/06/2024,1637.5
B4628112CJ,LOCAL,MA,140,215,5900,122,J08,07/07/2024,1775.9
B4628192DM,OLD,MA,140,175,1643,65,I15,30/11/2025,402.418
B4628193DM,LOCAL,MA,140,175,5900,122,J16,15/07/2024,1445.5
B4628206AJ,LOCAL,MA,140,140,5900,122,K01,22/07/2024,1156.4
B4628272AM,LOCAL,MA,140,245,5900,122,J01,23/08/2024,2023.7
B4628356DJ,OLD,MA,140,175,4736,109,I15,18/07/2025,1160.371
B4629012DJ,LOCAL,MA,140,175,5900,123,X19,15/07/2024,1445.5
B4629049BJ,LOCAL,MA,150,225,5550,123,D06,12/07/2024,1873.095
B4702081BJ,LOCAL,MA,140,205,5900,122,C11,11/07/2024,1693.3
B4704234CJ,LOCAL,MA,125,235,6300,120,A39,12/07/2024,1850.661
B4708085AM,LOCAL,MA,125,230,6550,122,A30,05/08/2024,1883.1
B4712311CM,LOCAL,MA,150,206,5550,122,H06,05/09/2024,1715
B4713225DJ,LOCAL,MA,150,175,5300,121,D16,17/07/2024,1391.274
B4714124AM,LOCAL,MA,140,190,5900,122,J13,02/08/2024,1569.4
B4724201AM,LOCAL,MA,125,245,6550,122,T05,06/08/2024,2005.9
B4731171BJ,LOCAL,MA,150,240,5550,122,C02,30/08/2024,1998
B4807043CJ,LOCAL,MA,140,215,5900,122,J08,10/08/2024,1775.9
B4809192DM,LOCAL,MA,140,175,5900,123,J16,05/10/2024,1445.5
B4809224DM,LOCAL,MA,140,175,5900,122,J16,27/08/2024,1445.5
B4809231BJ,LOCAL,MA,140,235,5900,122,S11,13/08/2024,1941.1
B4809232BJ,LOCAL,MA,140,235,5900,122,S11,13/08/2024,1941.1
B4809235BJ,LOCAL,MA,140,235,5700,121,S11,13/08/2024,1875.3
B4809243DM,LOCAL,MA,140,140,5900,122,K01,17/08/2024,1156.4
B4809282DJ,LOCAL,MA,140,175,5900,123,J16,23/08/2024,1445.5
B4809292BM,OLD,MA,140,250,4359,105,A28,18/10/2025,1525.516
B4815083AM,LOCAL,MA,140,235,5900,122,X11,26/08/2024,1941.1
B4815094CJ,LOCAL,MA,140,225,5900,122,J06,19/08/2024,1858.5
B4826272BM,OLD,MA,140,145,3713,97,I04,03/07/2025,753.769
B4826273BM,LOCAL,MA,140,145,5900,122,J22,02/09/2024,1197.7
B4826292BM,LOCAL,MA,140,145,5900,122,J22,02/09/2024,1197.7
B4826295BM,LOCAL,MA,140,145,5600,119,J22,02/09/2024,1136.8
B4826305AJ,LOCAL,MA,140,175,5700,120,S12,02/09/2024,1396.5
B4826313AJ,LOCAL,MA,140,170,5900,123,S08,09/10/2024,1404.2
B4826331DM,LOCAL,MA,140,175,5900,122,S12,02/09/2024,1445.5
B4830135DJ,OLD,MA,140,185,2299,77.28,J14,09/10/2025,595.412
B4830182AM,LOCAL,MA,140,220,5900,122,J07,16/09/2024,1817.2
B4908142DJ,LOCAL,MA,125,210,6550,123,C10,31/10/2024,1719.4
B4911254CJ,LOCAL,MA,150,235,5550,122,C15,25/10/2024,1956.4
B4913195BJ,LOCAL,MA,140,175,5700,120,J16,18/09/2024,1396.5
B4913196BJ,LOCAL,MA,140,175,5800,120,J16,18/09/2024,1421
B4928342DJ,LOCAL,MA,140,175,5900,123,J16,12/10/2024,1445.5
B4928343DJ,LOCAL,MA,140,175,5900,123,J16,12/10/2024,1445.5
B4928344DJ,LOCAL,MA,140,175,5900,123,J16,12/10/2024,1445.5
B4928345DJ,OLD,MA,140,175,1854,69,I15,25/11/2025,454.339
B4929014DJ,LOCAL,MA,140,185,5900,123,O01,09/10/2024,1528.1
B4929042DJ,LOCAL,MA,140,175,5900,123,L07,02/10/2024,1445.5
B4929044DJ,LOCAL,MA,140,175,5900,122,L03,02/10/2024,1445.5
B4929045CJ,LOCAL,MA,140,175,5900,123,L03,02/10/2024,1445.5
B4929045DJ,LOCAL,MA,140,175,5900,123,L07,02/10/2024,1445.5
B4929063CJ,LOCAL,MA,140,175,5900,123,J16,13/10/2024,1445.5
B4A04334BJ,LOCAL,MA,125,230,5850,117,A30,20/11/2024,1681.853
B4A19092AM,LOCAL,MO,150,240,5550,122,A38,24/10/2024,1998
B4A19095AM,LOCAL,MO,150,240,5550,122,A38,24/10/2024,1998
B4A19104AM,LOCAL,MO,150,240,5550,122,A42,26/10/2024,1998
B4A19132AM,LOCAL,MO,150,240,5550,123,A38,24/10/2024,1998
B4A19175AM,LOCAL,MO,150,240,5550,122,H24,26/10/2024,1998
B4A19176AM,LOCAL,MO,150,240,5100,116,A42,26/10/2024,1836
B4A20016AM,LOCAL,MO,150,240,5300,120,A42,26/10/2024,1908
B4A21291CJ,OLD,MA,140,230,1370,60,J05,27/11/2025,441.191
B4A23123AJ,LOCAL,MS,125,190,6550,122,X23SB,15/01/2025,1555.6
B4A23315AJ,LOCAL,MA,150,130,5550,122,C16,19/01/2025,1082.3
B4C06116CM,LOCAL,MA,125,235,6200,119,A31,12/12/2024,1821.285
B4C13054CJ,LOCAL,MA,125,230,6200,118,A30,15/01/2025,1782.476
B4C13071CJ,LOCAL,MA,125,230,6550,122,A30,15/01/2025,1883.1
B4C16103AJ,LOCAL,MA,150,225,5550,122,D06,05/02/2025,1873.1
B4C22142BJ,LOCAL,MS,125,230,6100,120,A30,09/03/2025,1753.727
B4C25044DM,LOCAL,MA,125,155,6550,122,A15,10/01/2025,1269.1
B4C25163DJ,LOCAL,MA,125,200,6550,122,A24,27/12/2024,1637.5
B4C26341AJ,LOCAL,MA,140,125,8757,142.14,Z-LK,29/02/2024,1532.5
B4C28325AM,LOCAL,MA,140,220,5900,122,J07,22/01/2025,1817.2
B4C28362AX1,OLD,MA,140,150,3431,94,I05,10/11/2025,720.536
B5110271AM,LOCAL,MA,125,235,6550,122,A31,13/01/2025,1924.1
B5116013BJ,LOCAL,MA,150,215,5550,122,C06BAU,25/01/2025,1789.9
B5116021BJ,LOCAL,MA,150,215,5550,122,C06BAU,25/01/2025,1789.9
B5116163AJ,LOCAL,MA,150,220,5350,121,C11BAU,27/01/2025,1765.5
B5118116AJ,OLD,MA,125,150,1391,56.42,C01BAU,15/10/2025,260.749
B5118161AM,LOCAL,MA,125,225,6550,122,C11BAU,30/01/2025,1842.2
B5118162AM,LOCAL,MA,125,225,6550,122,C11BAU,30/01/2025,1842.2
B5118167BJ,LOCAL,MA,125,225,6300,120,C11BAU,30/01/2025,1771.887
B5118215AJ,LOCAL,MA,125,200,6500,122,C06BAU,20/02/2025,1625
B5122225CM,LOCAL,MS,125,195,6550,122,X22,07/02/2025,1596.6
B5122242CM,LOCAL,MS,125,195,6550,122,X22,07/02/2025,1596.6
B5122243CM,LOCAL,MS,125,195,6550,122,X22,07/02/2025,1596.6
B5122244CM,LOCAL,MS,125,195,6550,122,X22,07/02/2025,1596.6
B5122245CM,LOCAL,MS,125,195,6550,123,X22,07/02/2025,1596.6
B5123274BM,LOCAL,MA,140,125,8757,142.14,Z-LK,29/02/2024,1532.5
B5128063CJ,OLD,MA,140,155,1939,70.49,I06,28/10/2025,420.846
B5128104AJ,LOCAL,MA,140,155,5900,123,T08,12/02/2025,1280.3
B5202033BJ,OLD,MA,150,175,5101,117,D16,09/04/2025,1339.036
B5216042BJ,LOCAL,MA,125,235,6550,123,A31,06/03/2025,1924.1
B5217065BJ,LOCAL,MA,140,245,5700,120,J02,22/02/2025,1955.1
B5224031BJ,LOCAL,MS,125,230,6550,122,A30,09/03/2025,1883.1
B5224035BJ,LOCAL,MS,125,230,6200,120,A30,09/03/2025,1782.476
B5228102CM,LOCAL,MA,125,140,6550,122,A12,05/03/2025,1146.3
B5228103CM,LOCAL,MA,125,140,6550,122,A12,05/03/2025,1146.3
B5228261CM,LOCAL,MA,125,140,6550,122,A12,05/03/2025,1146.3
B5228273CM,LOCAL,MA,125,140,6550,123,A12,05/03/2025,1146.3
B5228274CM,LOCAL,MA,125,140,6550,123,A12,05/03/2025,1146.3
B5228275CM,LOCAL,MA,125,140,6550,123,A12,05/03/2025,1146.3
B5228276CM,LOCAL,MA,125,140,6550,122,A12,05/03/2025,1146.3
B5302325AM,OLD,MA,125,250,2579,77,A34,22/05/2025,805.974
B5305116DJ,LOCAL,MA,150,195,5250,120,D12,10/03/2025,1535.649
B5316102BJ,LOCAL,MS,125,240,6473,120.61,A32,25/05/2025,1942
B5331153AM,LOCAL,MA,150,220,5550,123,D07,30/04/2025,1831.5
B5411163AM,LOCAL,MA,140,230,5900,122,J05,22/04/2025,1899.8
B5413031DJ,LOCAL,MA,125,220,6100,120,A28,19/04/2025,1677.547
B5418225AJ,LOCAL,MA,150,145,5100,119,C19,22/04/2025,1109.227
B5418241AJ,LOCAL,MA,150,145,5550,122,C19,22/04/2025,1207.1
B5418242AJ,LOCAL,MA,150,145,5550,122,C19,22/04/2025,1207.1
B5419191AJ,OLD,MA,140,170,4614,108,K12,27/07/2025,1098.096
